,Token Name,Address,Address Url,Crypto Type,Time Stamp,Max Supply,# of Holder,Transfers,Decimals,Token Type,Price,Market Cap,VolumeTwentyFour,Circulating Supply,Exchanges
73,QTUM,,,,01/06/2021 16:56:44,103.45 million,,,N/A,Common,11.63,1.20 billion,356.01 million,103.45 million,"Upbit,OKEx,Binance,Bitcoin.com,Huobi Global,Bithumb,DigiFinex,Gate.io,Coinone,Kraken,Bitladon,CREX24,TradeOgre,Brexily"
74,Enjin Coin,,,,01/06/2021 16:56:46,1.00 billion,,,N/A,Common,1.57,1.20 billion,241.82 million,761.16 million,"Binance,DigiFinex,Upbit,OKEx,Coinbase Pro,Huobi Global,Bithumb,Bitcoin.com,Bitvavo,WazirX"
75,Bitpanda Ecosystem Token,,,,01/06/2021 16:56:47,860.46 million,,,N/A,Common,1.39,1.20 billion,"181,253",860.46 million,Bitpanda
76,Huobi BTC,,,,01/06/2021 16:56:49,"31,906.37",,,N/A,Common,"36,262.57",1.16 billion,3.46 million,"31,906.37","Curve,Hotbit,Honeyswap"
77,Helium,,,,01/06/2021 16:56:50,74.89 million,,,N/A,Common,15.42,1.15 billion,16.03 million,74.89 million,"Binance,Gate.io,WazirX,FTX,BKEX,Bilaxy,Hotbit"
78,Basic Attention Token,,,,01/06/2021 16:56:52,1.50 billion,,,N/A,Common,0.7391,1.11 billion,95.61 million,1.50 billion,"Binance,OKEx,Upbit,Coinbase Pro,Huobi Global,Compound,DigiFinex,Bitcoin.com,Uniswap v2,Changelly PRO,Bitso,Coinmargin,FLYBIT,BitUBU,CoinJar,Bibox,MXC,Folgory,BuyUcoin,CoinEx"
79,Telcoin,0x467bccd9d29f223bce8043b84e8c8b282827790f,https://etherscan.io/token/0x467bccd9d29f223bce8043b84e8c8b282827790f,Etherium,01/06/2021 16:57:02,100.00 billion,38702 ( 0.450%),182016,N/A,Common,0.03089,1.07 billion,39.38 million,34.75 billion,"Kucoin,Uniswap v2,Bitrue,Bitladon,HitBTC"
80,NEAR Protocol,,,,01/06/2021 16:57:04,318.56 million,,,N/A,Common,3.16,1.01 billion,93.06 million,318.56 million,"Binance,OKEx,Huobi Global,Bitfinex,Upbit,Gate.io,Crypto.com,SushiSwap,WazirX,Bilaxy"
81,Bitcoin Gold,,,,01/06/2021 16:57:05,17.46 million,,,N/A,Common,57.75,1.00 billion,28.92 million,17.36 million,"Upbit,OKEx,Bithumb,Changelly PRO,Binance,Bitfinex,Exmo,Coinone,Gate.io,Indodax"
82,DigiByte,,,,01/06/2021 16:57:07,14.36 billion,,,N/A,Common,0.0664,953.53 million,52.74 million,14.36 billion,"OKEx,Binance,Bittrex,Bitcoin.com,Changelly PRO,DigiFinex,Bitvavo,Kucoin,WazirX,Indodax"
83,Nano,,,,01/06/2021 16:57:09,133.25 million,,,N/A,Common,7.14,951.86 million,49.23 million,133.25 million,"OKEx,Binance,DigiFinex,Huobi Global,Kraken,Bitvavo,Kucoin,Gate.io,WazirX,HitBTC"
84,Bancor,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,https://etherscan.io/token/0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,Etherium,01/06/2021 16:57:19,202.71 million,38242 ( 0.052%),3663180,N/A,Common,4.54,920.80 million,53.22 million,202.71 million,"Bancor,Binance,OKEx,Coinbase Pro,DigiFinex,Huobi Global,Uniswap v2,Crypto.com,FTX,Bittrex"
85,USDi0,,,,01/06/2021 16:57:20,10.10 billion,,,N/A,Common,0.9001,900.30 million,"698,667",1.00 billion,Dexzbitz
86,Gas,,,,01/06/2021 16:57:22,100.00 million,,,N/A,Common,9.14,879.91 million,61.55 million,96.26 million,"Upbit,OKEx,Huobi Global,Binance,Bitvavo,DigiFinex,CEX.io,Kucoin,Gate.io,Exmo"
87,Blockstack,,,,01/06/2021 16:57:24,1.35 billion,,,N/A,Common,0.9573,878.82 million,10.93 million,918.02 million,"Binance,OKEx,Kucoin,Gate.io,TOKOK,OKCoin,FLYBIT,CoinEx"
88,HUSD,0xdf574c24545e5ffecb9a659c229253d4111d87e1,https://etherscan.io/token/0xdf574c24545e5ffecb9a659c229253d4111d87e1,Etherium,01/06/2021 16:57:34,880.21 million,7161 ( 0.321%),172739,N/A,Common,0.9990,879.30 million,99.77 million,880.21 million,"Huobi Global,Gate.io,Uniswap v2,LBank,BiKi,Brexily,Hotbit,Honeyswap"
89,OMG Network,,,,01/06/2021 16:57:36,140.25 million,,,N/A,Common,6.18,867.33 million,345.30 million,140.23 million,"Binance,OKEx,Bitcoin.com,Upbit,Huobi Global,Coinbase Pro,DigiFinex,Bitstamp,Bithumb,Kraken,Coinmargin,TOKOK,BiKi,CoinField,CoinJar,MXC,MERCATOX,Nominex.io,Dex-Trade,CoinEx"
90,0x,0xe41d2489571d322189246dafa5ebde1f4699f498,https://etherscan.io/token/0xe41d2489571d322189246dafa5ebde1f4699f498,Etherium,01/06/2021 16:57:47,1.00 billion,185576 ( 0.003%),1978703,N/A,Common,1.01,850.11 million,97.26 million,841.92 million,"OKEx,Coinbase Pro,Binance,Huobi Global,Upbit,DigiFinex,Compound,Bitstamp,Bitvavo,Bittrex,MXC,LATOKEN,Hotbit,RightBTC,CoinField,CoinJar,Bitkub,Folgory,Nominex.io,Dex-Trade"
91,Pirate Chain,,,,01/06/2021 16:57:48,200.00 million,,,N/A,Common,4.62,841.19 million,2.52 million,182.12 million,"Bitcoin.com,Changelly PRO,TradeOgre,CoinEx,Bilaxy,Polarity.Exchange,HitBTC,TN DEX,Graviex"
92,Siacoin,,,,01/06/2021 16:57:50,44.97 billion,,,N/A,Common,0.01704,815.85 million,45.90 million,47.87 billion,"OKEx,Binance,Kraken,Bitcoin.com,Huobi Global,Bittrex,DigiFinex,Poloniex,Gate.io,WazirX"
93,UMA,0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,https://etherscan.io/token/0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,Etherium,01/06/2021 16:58:01,102.70 million,14086 ( 0.156%),289672,N/A,Common,13.36,812.15 million,27.79 million,60.77 million,"Coinbase Pro,OKEx,Binance,Huobi Global,DigiFinex,SushiSwap,Bithumb,CEX.io,Bitstamp,Crypto.com"
94,WazirX,,,,01/06/2021 16:58:03,985.55 million,,,N/A,Common,1.92,808.36 million,409.80 million,420.63 million,"Binance,WazirX,Gate.io,FTX,Bitcoin.com,Poloniex,Bilaxy,Nami,HitBTC"
95,Revain,0x2ef52Ed7De8c5ce03a4eF0efbe9B7450F2D7Edc9,https://etherscan.io/token/0x2ef52Ed7De8c5ce03a4eF0efbe9B7450F2D7Edc9,Etherium,01/06/2021 16:58:15,60.55 billion,89829 ( 0.008%),103472,N/A,Common,0.01215,735.58 million,1.97 million,60.55 billion,"Kucoin,Bittrex,DigiFinex,Nominex.io,Dex-Trade,ProBit,CREX24,BTCAlpha,BitMart,MERCATOX"
96,GateToken,0xe66747a101bff2dba3697199dcce5b743b454759,https://etherscan.io/token/0xe66747a101bff2dba3697199dcce5b743b454759,Etherium,01/06/2021 16:58:27,300.00 million,2331,39295,N/A,Common,4.42,731.81 million,13.92 million,165.70 million,"Gate.io,Huobi Global,Bitfinex,FTX,LBank"
97,Ankr,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,https://etherscan.io/token/0x8290333cef9e6d528dd5618fb97a76f268f3edd4,Etherium,01/06/2021 16:58:38,10.00 billion,25603 ( 0.113%),329063,N/A,Common,0.1063,721.41 million,40.19 million,6.79 billion,"Coinbase Pro,Binance,Huobi Global,DigiFinex,Kucoin,Kraken,Crypto.com,Gate.io,Indodax,Bittrex"
98,Ravencoin,,,,01/06/2021 16:58:40,21.00 billion,,,N/A,Common,0.0805,715.85 million,45.79 million,8.89 billion,"OKEx,Binance,DigiFinex,Upbit,Huobi Global,Bittrex,Bitvavo,Gate.io,Indodax,LiteBit"
99,Curve DAO Token,,,,01/06/2021 16:58:41,1.51 billion,,,N/A,Common,1.98,711.43 million,102.21 million,359.53 million,"Binance,OKEx,Gate.io,SushiSwap,Kraken,Uniswap v2,CEX.io,Bittrex,Waves.Exchange,Upbit"
100,XinFin Network,,,,01/06/2021 16:58:43,37.67 billion,,,N/A,Common,0.0576,707.06 million,4.12 million,12.27 billion,"Bitfinex,Liquid,Bitrue,STEX,MERCATOX,ProBit,Hotbit"
101,IOST,,,,01/06/2021 16:58:44,22.56 billion,,,N/A,Common,0.03104,700.26 million,94.21 million,22.56 billion,"OKEx,Binance,Huobi Global,DigiFinex,Upbit,Kucoin,Bithumb,Gate.io,Bitvavo,Indodax"
102,Ontology,,,,01/06/2021 16:58:46,1.00 billion,,,N/A,Common,1.09,695.98 million,182.30 million,637.35 million,"Binance,OKEx,Bitcoin.com,Huobi Global,DigiFinex,Gate.io,Bitvavo,Kucoin,CEX.io,Bittrex"
103,ZKSwap,0xe4815ae53b124e7263f08dcdbbb757d41ed658c6,https://etherscan.io/token/0xe4815ae53b124e7263f08dcdbbb757d41ed658c6,Etherium,01/06/2021 16:58:56,1.00 billion,8121,113006,N/A,Common,0.8511,655.34 million,13.23 million,770.00 million,"Huobi Global,Gate.io,Uniswap v2,Bilaxy,Hotbit,CoinTiger,HitBTC"
104,Beefy.Finance,,,,01/06/2021 16:58:58,21.00 billion,,,N/A,Common,0.02884,605.57 million,"468,675",21.00 billion,"Gate.io,Huobi Global,Uniswap v2,Liquid,Bilaxy"
105,CUSDT,,,,01/06/2021 16:58:59,28.15 billion,,,N/A,Common,0.02119,596.55 million,26.51 million,28.15 billion,"Compound,FTX,Poloniex"
106,ICON,,,,01/06/2021 16:59:01,800.46 million,,,N/A,Common,1.11,579.88 million,69.62 million,523.83 million,"OKEx,Binance,Bitcoin.com,Upbit,Huobi Global,Bitvavo,Crypto.com,Kraken,Bithumb,Gate.io"
107,KuCoin Token,,,,01/06/2021 16:59:02,168.94 million,,,N/A,Common,7.27,574.12 million,13.79 million,78.94 million,"Kucoin,Poloniex,MXC,ProBit"
108,CumRocket,,,,01/06/2021 16:59:04,9.63 billion,,,N/A,Common,0.0589,567.03 million,1.46 million,9.63 billion,"PancakeSwap,CoinTiger"
109,Kick Token,,,,01/06/2021 16:59:05,2.12 trillion,,,N/A,Common,0.000265,562.55 million,2.55 million,2.12 trillion,"KickEX,HitBTC,STEX,Bitcratic"
110,Horizen,,,,01/06/2021 16:59:07,21.00 million,,,N/A,Common,104.93,542.06 million,79.01 million,5.17 million,"Binance,Huobi Global,Changelly PRO,OKEx,DigiFinex,Gate.io,Bithumb Global,Kucoin,Bittrex,HitBTC"
111,1inch Token,,,,01/06/2021 16:59:09,1.50 billion,,,N/A,Common,3.03,532.78 million,84.93 million,175.94 million,"Binance,Huobi Global,OKEx,Coinbase Pro,Gate.io,DigiFinex,Kucoin,FTX,Uniswap v2,Crypto.com"
112,Cryptonex,,,,01/06/2021 16:59:11,100.00 million,,,N/A,Common,5.32,532.35 million,1.91 million,100.00 million,Cryptonex
113,Balancer,0xba100000625a3754423978a60c9317c58a424e3D,https://etherscan.io/token/0xba100000625a3754423978a60c9317c58a424e3D,Etherium,01/06/2021 16:59:22,42.54 million,34696 ( 0.052%),718809,N/A,Common,28.65,505.69 million,"148,983",17.65 million,"CEX.io,Uniswap v2"
114,Reserve Rights Token,,,,01/06/2021 16:59:23,100.00 billion,,,N/A,Common,0.0370,495.14 million,75.86 million,13.37 billion,"Binance,OKEx,Huobi Global,DigiFinex,Bitvavo,Bittrex,FTX,Liquid,Uniswap v2,Poloniex"
115,Numeraire,0x1776e1F26f98b1A5dF9cD347953a26dd3Cb46671,https://etherscan.io/token/0x1776e1F26f98b1A5dF9cD347953a26dd3Cb46671,Etherium,01/06/2021 16:59:34,10.97 million,34363 ( 0.064%),374177,N/A,Common,48.97,489.11 million,27.71 million,9.99 million,"Binance,Coinbase Pro,DigiFinex,Bitvavo,OKEx,Bitcoin.com,Uniswap v2,Bittrex,Upbit,Gate.io"
116,SwissBorg,0xba9d4199fab4f26efe3551d490e3821486f135ba,https://etherscan.io/token/0xba9d4199fab4f26efe3551d490e3821486f135ba,Etherium,01/06/2021 16:59:44,1.00 billion,27858 ( 0.014%),145473,N/A,Common,0.8123,467.72 million,4.07 million,575.82 million,"Uniswap v2,Kucoin,HitBTC,Brexily"
117,Lisk,,,,01/06/2021 16:59:46,144.12 million,,,N/A,Common,3.55,454.44 million,21.16 million,128.15 million,"Binance,OKEx,Kraken,Bitvavo,Bittrex,Huobi Global,Exmo,Gate.io,Kucoin,Poloniex"
118,Rally,0xf1f955016EcbCd7321c7266BccFB96c68ea5E49b,https://etherscan.io/token/0xf1f955016EcbCd7321c7266BccFB96c68ea5E49b,Etherium,01/06/2021 16:59:58,15.00 billion,4755,92117,N/A,Common,0.5214,449.56 million,4.14 million,862.20 million,"Uniswap v2,Kucoin,Gate.io,Crypto.com,BitMart,AEX,MXC,BiKi,LBank,Hotbit"
119,ECOMI,,,,01/06/2021 16:59:59,168.06 billion,,,N/A,Common,0.00263,441.94 million,3.71 million,168.06 billion,"Gate.io,Bitforex,AscendEX (BitMax)"
120,Quant,0x4a220e6096b25eadb88358cb44068a3248254675,https://etherscan.io/token/0x4a220e6096b25eadb88358cb44068a3248254675,Etherium,01/06/2021 17:00:10,14.61 million,17462 ( 0.206%),300504,N/A,Common,45.09,440.81 million,3.48 million,9.78 million,"Kucoin,Uniswap v2,Bithumb Global,Bittrex,Gate.io,Hotbit,Bitrue,Kyber Network,Bitladon"
121,iExec RLC,,,,01/06/2021 17:00:12,87.00 million,,,N/A,Common,5.42,434.17 million,127.68 million,80.07 million,"Binance,Coinbase Pro,Bitvavo,Bithumb,Huobi Global,Upbit,Gate.io,Uniswap v2,Bittrex,SushiSwap"
122,Storj,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,https://etherscan.io/token/0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,Etherium,01/06/2021 17:00:22,425.00 million,83421 ( 0.020%),1923724,N/A,Common,1.05,432.32 million,31.28 million,413.66 million,"OKEx,Binance,Coinbase Pro,DigiFinex,Upbit,Huobi Global,Kraken,Gate.io,Crypto.com,Uniswap v2"
123,ERGO,,,,01/06/2021 17:00:24,35.30 million,,,N/A,Common,11.98,422.79 million,3.99 million,35.30 million,"Gate.io,Waves.Exchange,CoinEx,Hotbit,TradeOgre,ProBit,BitMart,Vitex,Tidex"
124,Verge,,,,01/06/2021 17:00:26,16.46 billion,,,N/A,Common,0.02548,419.25 million,11.01 million,16.46 billion,"Binance,Bitcoin.com,Bitvavo,Bittrex,Huobi Global,Gate.io,Bitfinex,LiteBit,WazirX,HitBTC"
125,Pundi X,,,,01/06/2021 17:00:27,258.49 million,,,N/A,Common,1.62,418.57 million,13.73 million,258.49 million,"Upbit,Binance,Bithumb,Bitvavo,Huobi Global,DigiFinex,Uniswap v2,Gate.io,Kucoin,FTX"
126,Nexus Mutual Token,,,,01/06/2021 17:00:29,6.92 million,,,N/A,Common,59.72,413.04 million,1.61 million,6.92 million,BKEX
127,Tokenize Xchange,,,,01/06/2021 17:00:30,100.00 million,,,N/A,Common,5.13,410.10 million,10.60 million,80.00 million,tokenize
128,Universal Money Instrument,,,,01/06/2021 17:00:31,184.31 million,,,N/A,Common,2.21,408.16 million,3.19 million,184.31 million,SIGEN.pro
129,Celo,,,,01/06/2021 17:00:35,245.73 million,,,N/A,Common,3.43,404.50 million,12.15 million,118.07 million,"OKEx,Binance,Bittrex,CoinList,Kucoin,Indodax,Upbit,Gate.io,BitMart,Bilaxy"
130,Bitcoin Diamond,,,,01/06/2021 17:00:37,156.76 million,,,N/A,Common,2.63,404.18 million,10.51 million,153.76 million,"Binance,OKEx,Bithumb,Indodax,Gate.io,Huobi Global,Kucoin,ZB Global,VinDAX,LATOKEN"
131,Orchid Protocol,,,,01/06/2021 17:00:38,1.00 billion,,,N/A,Common,0.3927,392.68 million,18.30 million,1.00 billion,"Coinbase Pro,Binance,Huobi Global,Kraken,Bithumb,Gemini,OKEx,Indodax,Uniswap v2,Bitvavo"
132,Ren,0x408e41876cccdc0f92210600ef50372656052a38,https://etherscan.io/token/0x408e41876cccdc0f92210600ef50372656052a38,Etherium,01/06/2021 17:00:49,"1,000.00 million",52983 ( 0.298%),792875,N/A,Common,0.6206,373.37 million,202.47 million,601.59 million,"Binance,Coinbase Pro,OKEx,Huobi Global,DigiFinex,SushiSwap,Uniswap v2,Bitvavo,Gemini,Kraken"
133,Dent,0x3597bfd533a99c9aa083587b074434e61eb0a258,https://etherscan.io/token/0x3597bfd533a99c9aa083587b074434e61eb0a258,Etherium,01/06/2021 17:01:01,100.00 billion,65680 ( 0.088%),500250,N/A,Common,0.00379,371.99 million,40.82 million,98.26 billion,"Binance,Kucoin,Gate.io,WazirX,FTX,Nami,LATOKEN,HitBTC,CoinEx,ZB"
134,renBTC,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,https://etherscan.io/token/0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,Etherium,01/06/2021 17:01:12,"10,191.12",2773 ( 0.793%),242672,N/A,Common,"36,248.29",369.41 million,3.90 million,"10,191.12","Curve,Uniswap v2,Binance,Gate.io,CEX.io,Bittrex,Honeyswap,Hotbit,Kyber Network"
135,Bitcoin Vault,,,,01/06/2021 17:01:13,12.89 million,,,N/A,Common,28.63,369.02 million,"628,811",12.89 million,"Bithumb Global,BKEX,Coineal,MXC,ProBit,LATOKEN,BitMart"
136,Nervos Network,,,,01/06/2021 17:01:15,32.30 billion,,,N/A,Common,0.01383,366.69 million,13.36 million,26.51 billion,"Binance,Huobi Global,Bithumb,Kucoin,Gate.io,Indodax,Bithumb Global,Coinone,Crypto.com,WazirX"
137,Status,0x744d70fdbe2ba4cf95131626614a1763df805b9e,https://etherscan.io/token/0x744d70fdbe2ba4cf95131626614a1763df805b9e,Etherium,01/06/2021 17:01:30,6.80 billion,86964 ( 0.005%),1039373,N/A,Common,0.0942,365.48 million,34.92 million,3.88 billion,"Upbit,OKEx,Binance,Bithumb,Huobi Global,Gate.io,Bitvavo,Kucoin,Bitfinex,Uniswap v2"
138,Origin protocol,,,,01/06/2021 17:01:32,1.00 billion,,,N/A,Common,1.07,343.91 million,73.98 million,322.80 million,"Binance,Coinbase Pro,Huobi Global,Bitvavo,Uniswap v2,SushiSwap,Kucoin,Gate.io,Upbit,Bittrex"
139,USD Neutrino,,,,01/06/2021 17:01:33,339.96 million,,,N/A,Common,0.9947,338.16 million,16.37 million,339.96 million,"Kucoin,Waves.Exchange,Uniswap v2,Bittrex,MXC,Tidex"
140,Loopring,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,https://etherscan.io/token/0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,Etherium,01/06/2021 17:01:45,1.40 billion,85212 ( 0.009%),469847,N/A,Common,0.3783,330.97 million,54.30 million,874.77 million,"Binance,Coinbase Pro,OKEx,Huobi Global,Gate.io,DigiFinex,FTX,Bitvavo,Uniswap v2,Bithumb"
141,Energy Web Token,,,,01/06/2021 17:01:47,63.04 million,,,N/A,Common,9.59,326.58 million,1.53 million,34.06 million,"Kucoin,Kraken,Liquid,Gate.io,BitMart,Bitladon"
142,MaidSafe Coin,,,,01/06/2021 17:01:48,452.55 million,,,N/A,Common,0.7119,322.17 million,1.39 million,452.55 million,"Bittrex,HitBTC"
143,Compound Uni,,,,01/06/2021 17:01:50,594.00 million,,,N/A,Common,0.5431,322.61 million,20.75 million,594.00 million,"Compound,Uniswap v2"
144,Venus,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,https://bscscan.com/token/0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,Binance,01/06/2021 17:02:03,30.00 million,36992,2600592,N/A,Common,31.80,319.44 million,77.08 million,10.05 million,"Binance,DigiFinex,Gate.io,Nami,AEX,CoinTiger,LBank,FLYBIT,BiKi,MXC"
145,Band Protocol,,,,01/06/2021 17:02:05,100.00 million,,,N/A,Common,8.33,313.47 million,110.70 million,37.61 million,"Binance,OKEx,Coinbase Pro,DigiFinex,Huobi Global,Bitvavo,Bithumb Global,SushiSwap,Crypto.com,FTX"
146,Paris Saint-Germain Fan Token,,,,01/06/2021 17:02:07,20.00 million,,,N/A,Common,15.63,312.56 million,6.63 million,20.00 million,"Binance,Upbit,Gate.io,Changelly PRO,Bitcoin.com,BKEX,BiKi,HitBTC"
147,WhiteCoin,,,,01/06/2021 17:02:09,300.00 million,,,N/A,Common,1.23,307.62 million,11.95 million,250.08 million,"Bittrex,BW,ZB,ZB Global,MXC"
148,Kishu Inu,,,,01/06/2021 17:02:11,100.00 quadrillion,,,N/A,Common,0.000000003,306.73 million,21.12 million,99.99 quadrillion,"OKEx,Uniswap v2,Gate.io,BKEX,Bilaxy,AEX,Hotbit,Bitrue,BiKi,LBank"
149,Injective Protocol,,,,01/06/2021 17:02:12,100.00 million,,,N/A,Common,9.15,273.55 million,23.19 million,29.89 million,"Binance,Huobi Global,Uniswap v2,Gate.io,Gemini,Poloniex,SushiSwap,Crypto.com,dcoin,BitMart"
150,PAX Gold,,,,01/06/2021 17:02:14,"137,257.86",,,N/A,Common,"1,908.59",261.97 million,19.07 million,"137,257.86","Binance,WazirX,Kraken,Uniswap v2,FTX,Bithumb Global,Crypto.com,Indodax,Virtuse Exchange,ProBit"
151,Fetch.AI,,,,01/06/2021 17:02:16,1.15 billion,,,N/A,Common,0.3184,255.06 million,32.49 million,801.14 million,"Binance,Bitvavo,Kucoin,WazirX,Gate.io,Bitfinex,Nami,FLYBIT,Folgory,HitBTC"
152,Rarible,0xfca59cd816ab1ead66534d82bc21e7515ce441cf,https://etherscan.io/token/0xfca59cd816ab1ead66534d82bc21e7515ce441cf,Etherium,01/06/2021 17:02:27,25.00 million,20213 ( 0.084%),289166,N/A,Common,10.22,253.71 million,3.17 million,24.83 million,"Uniswap v2,SushiSwap,Gate.io,Crypto.com,Poloniex,Bitcoin.com,AEX,Hotbit,Bilaxy,BiKi"
153,Kava,,,,01/06/2021 17:02:29,129.74 million,,,N/A,Common,3.49,244.74 million,36.75 million,70.17 million,"Binance,CEX.io,dcoin"
154,Power Ledger,,,,01/06/2021 17:02:31,1.00 billion,,,N/A,Common,0.2522,240.60 million,4.36 million,953.87 million,"Upbit,Binance,Bithumb,DigiFinex,Gate.io,Bitvavo,Huobi Global,Bittrex,Kucoin,Uniswap v2"
155,sUSD Synthetix,,,,01/06/2021 17:02:32,237.53 million,,,N/A,Common,1.01,239.09 million,9.12 million,237.53 million,"Curve,SushiSwap,Binance,Uniswap v2,Gate.io,Kucoin,AEX,Hotbit"
156,WAX,,,,01/06/2021 17:02:34,3.72 billion,,,N/A,Common,0.1490,234.84 million,1.00 million,1.58 billion,"Kucoin,Bitfinex,Bitrue"
157,Terra Virtua Kolect,,,,01/06/2021 17:02:36,1.20 billion,,,N/A,Common,0.1960,234.57 million,5.91 million,1.20 billion,"Binance,Uniswap v2,Gate.io,AEX,BiKi,AscendEX (BitMax),BKEX,Hotbit,Bitforex"
158,cCOMP,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,https://etherscan.io/token/0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,Etherium,01/06/2021 17:02:47,26.65 million,4003 ( 0.025%),16272,N/A,Common,8.58,228.63 million,"236,775",26.65 million,Compound
159,Alpha Finance Lab,,,,01/06/2021 17:02:48,1.00 billion,,,N/A,Common,0.8146,227.33 million,26.17 million,279.05 million,"Binance,FTX,Gate.io,Hotbit,dcoin,BKEX,BiKi,FLYBIT"
160,Serum,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,https://etherscan.io/token/0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,Etherium,01/06/2021 17:02:59,161.00 million,8546 ( 0.246%),235752,N/A,Common,4.49,224.43 million,68.87 million,50.00 million,"OKEx,FTX,Binance,Upbit,Poloniex,Bithumb,Gate.io,SushiSwap,Coinone,CEX.io"
161,The Sandbox,,,,01/06/2021 17:03:01,3.00 billion,,,N/A,Common,0.3180,223.22 million,15.18 million,701.89 million,"Binance,Huobi Global,Uniswap v2,BKEX,Hotbit,MXC"
162,FunFair,,,,01/06/2021 17:03:02,11.00 billion,,,N/A,Common,0.02153,221.76 million,7.13 million,10.30 billion,"Binance,Gate.io,OKEx,WazirX,CEX.io,Bitfinex,Nami,LATOKEN,Bitrue,Hotbit"
163,Civic,0x41e5560054824ea6b0732e656e3ad64e20e94e45,https://etherscan.io/token/0x41e5560054824ea6b0732e656e3ad64e20e94e45,Etherium,01/06/2021 17:03:13,1.00 billion,62850 ( 0.046%),795319,N/A,Common,0.3283,219.94 million,35.32 million,670.00 million,"OKEx,Binance,Upbit,Coinbase Pro,Huobi Global,WazirX,CEX.io,Gate.io,Bittrex,Kucoin"
164,Ocean Protocol,,,,01/06/2021 17:03:14,613.10 million,,,N/A,Common,0.6002,215.54 million,4.03 million,359.14 million,"Kucoin,Bittrex,Indodax,Hotbit,Bitladon"
165,Ardor,,,,01/06/2021 17:03:16,1.00 billion,,,N/A,Common,0.2151,214.84 million,8.21 million,999.00 million,"Binance,Changelly PRO,WazirX,Huobi Global,Bittrex,OKEx,Poloniex,Upbit,ProBit,AEX"
166,aelf,0xbf2179859fc6D5BEE9Bf9158632Dc51678a4100e,https://etherscan.io/token/0xbf2179859fc6D5BEE9Bf9158632Dc51678a4100e,Etherium,01/06/2021 17:03:27,880.00 million,52337 ( 0.008%),520186,N/A,Common,0.2480,214.28 million,10.64 million,864.21 million,"OKEx,Upbit,Binance,Huobi Global,Bitvavo,Bithumb,DigiFinex,Kucoin,Gate.io,MXC"
167,CoinLoan,0x2001f2a0cf801ecfda622f6c28fb6e10d803d969,https://etherscan.io/token/0x2001f2a0cf801ecfda622f6c28fb6e10d803d969,Etherium,01/06/2021 17:03:38,22.00 million,1226,9076,N/A,Common,9.70,213.48 million,"181,099",22.00 million,"Bittrex,HitBTC"
168,Cream,,,,01/06/2021 17:03:40,9.00 million,,,N/A,Common,127.93,213.32 million,3.75 million,1.67 million,"Binance,SushiSwap,FTX,Bithumb Global,Gate.io,Uniswap v2,WazirX,Poloniex,AEX,BKEX"
169,Steem,,,,01/06/2021 17:03:41,398.50 million,,,N/A,Common,0.5412,207.79 million,2.12 million,383.92 million,"Binance,Huobi Global,Bittrex,Poloniex,Bitvavo,Gate.io,Upbit,WazirX,HitBTC,MXC"
170,Juventus Fan Token,,,,01/06/2021 17:03:43,20.00 million,,,N/A,Common,10.10,201.91 million,4.19 million,20.00 million,"Binance,Upbit,Changelly PRO,Bitcoin.com,BKEX,BiKi,HitBTC"
171,Ethos,0x5af2be193a6abca9c8817001f45744777db30756,https://etherscan.io/token/0x5af2be193a6abca9c8817001f45744777db30756,Etherium,01/06/2021 17:03:53,222.30 million,30446 ( -0.013%),254851,N/A,Common,2.45,201.84 million,2.85 million,82.36 million,Binance
172,Polymath Network,,,,01/06/2021 17:03:54,1.00 billion,,,N/A,Common,0.2400,200.85 million,6.99 million,836.89 million,"Upbit,Binance,Bitrue,LATOKEN,Bitladon"
173,Gnosis,,,,01/06/2021 17:03:56,10.00 million,,,N/A,Common,180.56,199.44 million,14.67 million,1.10 million,"Kraken,Uniswap v2,Bitvavo,Bittrex,Bitfinex,SushiSwap,BKEX,AEX,CoinEx,Kyber Network"
174,DEAPCoin,0x1a3496c18d558bd9c6c8f609e1b129f67ab08163,https://etherscan.io/token/0x1a3496c18d558bd9c6c8f609e1b129f67ab08163,Etherium,01/06/2021 17:04:07,30.00 billion,2398,21765,N/A,Common,0.00664,199.12 million,1.89 million,30.00 billion,"OKEx,Bithumb Global,Bittrex,Indodax,DigiFinex,Bilaxy,Bitrue"
